"","Plot.Identifier","Plant.Common.Name","Plant.Order","Plant.Family","Plant.Genus","Plant.Species","Insect.Common.Name","Insect.Order","Insect.Family","Insect.Genus","Insect.Species","Notes","iNat.Link","Second.iNat.link","Park.Name","Month","Year","Insect_ID","Plant_ID","Interaction.ID","Habitat.Type","Habitat.Category","Park.Type","subfamily","superfamily"
"11","MK-12","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Poey's Furrow Bee ","Hymenoptera","Halictidae","Halictus","poeyi","","","","Markham","May",2025,"Halictus poeyi","Spermacoce verticillata","Spermacoce verticillata | Halictus poeyi","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"12","MK-12","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Markham","May",2025,"Apis mellifera","Spermacoce verticillata","Spermacoce verticillata | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"13","MK-12","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Chrysanthrax cypris","Diptera","Bombyliidae","Chrysanthrax","cypris","","","","Markham","May",2025,"Chrysanthrax cypris","Bidens alba","Bidens alba | Chrysanthrax cypris","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"14","MK-12","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Coffee-loving Pyrausta Moth","Lepidoptera","Crambidae","Pyrausta","tyralis","","","","Markham","May",2025,"Pyrausta tyralis","Spermacoce verticillata","Spermacoce verticillata | Pyrausta tyralis","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"15","MK-12","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Fiery Skipper","Lepidoptera","Hesperiidae","Hylephila","phyleus","","","","Markham","May",2025,"Hylephila phyleus","Bidens alba","Bidens alba | Hylephila phyleus","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"16","MK-12","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Poey's Furrow Bee ","Hymenoptera","Halictidae","Halictus","poeyi","","","","Markham","May",2025,"Halictus poeyi","Phyla nodiflora","Phyla nodiflora | Halictus poeyi","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"17","MK-12","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Stained-glass Moth","Lepidoptera","Crambidae","Samea","castellalis","","","","Markham","May",2025,"Samea castellalis","Bidens alba","Bidens alba | Samea castellalis","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"18","MK-12","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Great Southern White","Lepidoptera","Pieridae","Ascia","monuste","","","","Markham","May",2025,"Ascia monuste","Bidens alba","Bidens alba | Ascia monuste","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"19","MK-15","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Great Southern White","Lepidoptera","Pieridae","Ascia","monuste","","","","Markham","May",2025,"Ascia monuste","Richardia grandiflora","Richardia grandiflora | Ascia monuste","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"20","MK-15","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Markham","May",2025,"Apis mellifera","Spermacoce verticillata","Spermacoce verticillata | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"21","CB-05","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Dainty Sulphur","Lepidoptera","Pieridae","Nathalis","iole","","","","CB Smith","May",2025,"Nathalis iole","Bidens alba","Bidens alba | Nathalis iole","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"22","CB-05","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Dainty Sulphur","Lepidoptera","Pieridae","Nathalis","iole","","","","CB Smith","May",2025,"Nathalis iole","Spermacoce verticillata","Spermacoce verticillata | Nathalis iole","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"23","CB-05","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Fiery Skipper","Lepidoptera","Hesperiidae","Hylephila","phyleus","","","","CB Smith","May",2025,"Hylephila phyleus","Bidens alba","Bidens alba | Hylephila phyleus","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"24","CB-05","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Coffee-loving Pyrausta Moth","Lepidoptera","Crambidae","Pyrausta","tyralis","saw an eastern giant swallowtail; it didn't land on any flowers","","","CB Smith","May",2025,"Pyrausta tyralis","Bidens alba","Bidens alba | Pyrausta tyralis","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"25","CB-06","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","CB Smith","May",2025,"Apis mellifera","Spermacoce verticillata","Spermacoce verticillata | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"26","CB-06","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Dainty Sulphur","Lepidoptera","Pieridae","Nathalis","iole","","","","CB Smith","May",2025,"Nathalis iole","Spermacoce verticillata","Spermacoce verticillata | Nathalis iole","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"27","CB-06","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","CB Smith","May",2025,"Apis mellifera","Bidens alba","Bidens alba | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"28","CB-06","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Dainty Sulphur","Lepidoptera","Pieridae","Nathalis","iole","","","","CB Smith","May",2025,"Nathalis iole","Bidens alba","Bidens alba | Nathalis iole","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"29","CB-07","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Dainty Sulphur","Lepidoptera","Pieridae","Nathalis","iole","","","","CB Smith","May",2025,"Nathalis iole","Bidens alba","Bidens alba | Nathalis iole","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"30","CB-07","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","CB Smith","May",2025,"Apis mellifera","Bidens alba","Bidens alba | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"31","CB-07","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Chrysanthrax cypris","Diptera","Bombyliidae","Chrysanthrax","cypris","","","","CB Smith","May",2025,"Chrysanthrax cypris","Spermacoce verticillata","Spermacoce verticillata | Chrysanthrax cypris","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"32","LK-05","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Long Key","May",2025,"Syngamia florella","Richardia grandiflora","Richardia grandiflora | Syngamia florella","Open Grassy","Open Human Disturbed","Low human modification",NA,NA
"33","LK-05","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Gulf Fritillary","Lepidoptera","Nymphalidae","Dione ","vanillae","","","","Long Key","May",2025,"Dione  vanillae","Richardia grandiflora","Richardia grandiflora | Dione  vanillae","Open Grassy","Open Human Disturbed","Low human modification",NA,NA
"34","LK-05","Knotroot Bristlegrass","Poales","Poaceae","Setaria","parviflora","Yellow-legged Mud-dauber Wasp","Hymenoptera","Sphecidae","Sceliphron","caementarium","check id on iNat","https://www.inaturalist.org/taxa/121821-Sceliphron-caementarium","","Long Key","May",2025,"Sceliphron caementarium","Setaria parviflora","Setaria parviflora | Sceliphron caementarium","Open Grassy","Open Human Disturbed","Low human modification","","Apoidea"
"35","LK-05","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Yellow-legged Mud-dauber Wasp","Hymenoptera","Sphecidae","Sceliphron","caementarium","check id on iNat","https://www.inaturalist.org/taxa/121821-Sceliphron-caementarium","","Long Key","May",2025,"Sceliphron caementarium","Spermacoce verticillata","Spermacoce verticillata | Sceliphron caementarium","Open Grassy","Open Human Disturbed","Low human modification","","Apoidea"
"36","LK-05","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Yellow-legged Mud-dauber Wasp","Hymenoptera","Sphecidae","Sceliphron","caementarium","check id on iNat","https://www.inaturalist.org/taxa/121821-Sceliphron-caementarium","","Long Key","May",2025,"Sceliphron caementarium","Bidens alba","Bidens alba | Sceliphron caementarium","Open Grassy","Open Human Disturbed","Low human modification","","Apoidea"
"37","LK-05","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Ammophila pictipennis","Hymenoptera","Sphecidae","Ammophila","pictipennis","check id on iNat","https://www.inaturalist.org/observations/283008584","","Long Key","May",2025,"Ammophila pictipennis","Spermacoce verticillata","Spermacoce verticillata | Ammophila pictipennis","Open Grassy","Open Human Disturbed","Low human modification","","Apoidea"
"38","VV-05","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Coffee-loving Pyrausta Moth","Lepidoptera","Crambidae","Pyrausta","tyralis","","","","Vista View","May",2025,"Pyrausta tyralis","Bidens alba","Bidens alba | Pyrausta tyralis","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"39","VV-05","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Vista View","May",2025,"Apis mellifera","Spermacoce verticillata","Spermacoce verticillata | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"40","VV-05","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Dainty Sulphur","Lepidoptera","Pieridae","Nathalis","iole","","","","Vista View","May",2025,"Nathalis iole","Spermacoce verticillata","Spermacoce verticillata | Nathalis iole","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"41","VV-05","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Vista View","May",2025,"Apis mellifera","Phyla nodiflora","Phyla nodiflora | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"42","VV-05","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Vista View","May",2025,"Apis mellifera","Bidens alba","Bidens alba | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"43","VV-05","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Fiery Skipper","Lepidoptera","Hesperiidae","Hylephila","phyleus","","","","Vista View","May",2025,"Hylephila phyleus","Bidens alba","Bidens alba | Hylephila phyleus","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"44","VV-05","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Coffee-loving Pyrausta Moth","Lepidoptera","Crambidae","Pyrausta","tyralis","","","","Vista View","May",2025,"Pyrausta tyralis","Spermacoce verticillata","Spermacoce verticillata | Pyrausta tyralis","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"45","VV-05","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Poey's Furrow Bee ","Hymenoptera","Halictidae","Halictus","poeyi","","","","Vista View","May",2025,"Halictus poeyi","Bidens alba","Bidens alba | Halictus poeyi","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"46","VV-05","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Dainty Sulphur","Lepidoptera","Pieridae","Nathalis","iole","","","","Vista View","May",2025,"Nathalis iole","Bidens alba","Bidens alba | Nathalis iole","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"47","VV-05","Common Fanpetals","Malvales","Malvaceae","Sida","ulmifolia","Barred Yellow","Lepidoptera","Pieridae","Eurema","daira","","","","Vista View","May",2025,"Eurema daira","Sida ulmifolia","Sida ulmifolia | Eurema daira","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"48","VV-05","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Phaon Crescent ","Lepidoptera","Nymphalidae","Phyciodes","phaon","","","","Vista View","May",2025,"Phyciodes phaon","Spermacoce verticillata","Spermacoce verticillata | Phyciodes phaon","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"49","VV-06","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Dainty Sulphur","Lepidoptera","Pieridae","Nathalis","iole","","","","Vista View","May",2025,"Nathalis iole","Phyla nodiflora","Phyla nodiflora | Nathalis iole","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"50","VV-06","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Vista View","May",2025,"Apis mellifera","Bidens alba","Bidens alba | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"51","VV-06","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Vista View","May",2025,"Apis mellifera","Spermacoce verticillata","Spermacoce verticillata | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"52","VV-06","Virginia Pepperweed","Brassicales","Brassicaceae","Lepidium","virginicum","Coffee-loving Pyrausta Moth","Lepidoptera","Crambidae","Pyrausta","tyralis","","","","Vista View","May",2025,"Pyrausta tyralis","Lepidium virginicum","Lepidium virginicum | Pyrausta tyralis","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"53","VV-06","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Dainty Sulphur","Lepidoptera","Pieridae","Nathalis","iole","","","","Vista View","May",2025,"Nathalis iole","Bidens alba","Bidens alba | Nathalis iole","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"54","VV-06","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Dainty Sulphur","Lepidoptera","Pieridae","Nathalis","iole","","","","Vista View","May",2025,"Nathalis iole","Spermacoce verticillata","Spermacoce verticillata | Nathalis iole","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"55","VV-06","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Great Southern White","Lepidoptera","Pieridae","Ascia","monuste","","","","Vista View","May",2025,"Ascia monuste","Spermacoce verticillata","Spermacoce verticillata | Ascia monuste","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"56","VV-06","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Poey's Furrow Bee ","Hymenoptera","Halictidae","Halictus","poeyi","","","","Vista View","May",2025,"Halictus poeyi","Bidens alba","Bidens alba | Halictus poeyi","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"57","VV-07","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Dainty Sulphur","Lepidoptera","Pieridae","Nathalis","iole","","","","Vista View","May",2025,"Nathalis iole","Spermacoce verticillata","Spermacoce verticillata | Nathalis iole","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"58","HS-04","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Barred Yellow","Lepidoptera","Pieridae","Eurema","daira","","","","Highlands Scrub","May",2025,"Eurema daira","Bidens alba","Bidens alba | Eurema daira","Sand Pine Scrub","Scrub","Low human modification",NA,NA
"59","HS-05","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Gulf Fritillary","Lepidoptera","Nymphalidae","Dione ","vanillae","","","","Highlands Scrub","May",2025,"Dione  vanillae","Bidens alba","Bidens alba | Dione  vanillae","Sand Pine Scrub","Scrub","Low human modification",NA,NA
"60","HS-05","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Chrysanthrax cypris","Diptera","Bombyliidae","Chrysanthrax","cypris","","","","Highlands Scrub","May",2025,"Chrysanthrax cypris","Spermacoce verticillata","Spermacoce verticillata | Chrysanthrax cypris","Sand Pine Scrub","Scrub","Low human modification",NA,NA
"61","HS-06","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Poey's Furrow Bee ","Hymenoptera","Halictidae","Halictus","poeyi","","","","Highlands Scrub","May",2025,"Halictus poeyi","Bidens alba","Bidens alba | Halictus poeyi","Sand Pine Scrub","Scrub","Low human modification","","Apoidea"
"62","HS-06","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Gulf Fritillary","Lepidoptera","Nymphalidae","Dione ","vanillae","","","","Highlands Scrub","May",2025,"Dione  vanillae","Bidens alba","Bidens alba | Dione  vanillae","Sand Pine Scrub","Scrub","Low human modification",NA,NA
"63","QW-09","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","White Peacock","Lepidoptera","Nymphalidae","Anartia","jatrophae","","","","Quiet Waters","May",2025,"Anartia jatrophae","Phyla nodiflora","Phyla nodiflora | Anartia jatrophae","Disturbed Edge","Open Human Disturbed","High human modification",NA,NA
"64","QW-09","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Poey's Furrow Bee ","Hymenoptera","Halictidae","Halictus","poeyi","","","","Quiet Waters","May",2025,"Halictus poeyi","Phyla nodiflora","Phyla nodiflora | Halictus poeyi","Disturbed Edge","Open Human Disturbed","High human modification","","Apoidea"
"65","QW-09","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Poecilanthrax lucifer","Diptera","Bombyliidae","Poecilanthrax","lucifer","","","","Quiet Waters","May",2025,"Poecilanthrax lucifer","Spermacoce verticillata","Spermacoce verticillata | Poecilanthrax lucifer","Disturbed Edge","Open Human Disturbed","High human modification",NA,NA
"66","QW-09","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Quiet Waters","May",2025,"Apis mellifera","Phyla nodiflora","Phyla nodiflora | Apis mellifera","Disturbed Edge","Open Human Disturbed","High human modification","","Apoidea"
"67","QW-09","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Quiet Waters","May",2025,"Apis mellifera","Spermacoce verticillata","Spermacoce verticillata | Apis mellifera","Disturbed Edge","Open Human Disturbed","High human modification","","Apoidea"
"68","QW-09","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Chrysanthrax cypris","Diptera","Bombyliidae","Chrysanthrax","cypris","","","","Quiet Waters","May",2025,"Chrysanthrax cypris","Spermacoce verticillata","Spermacoce verticillata | Chrysanthrax cypris","Disturbed Edge","Open Human Disturbed","High human modification",NA,NA
"69","MK-16","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Stained-glass Moth","Lepidoptera","Crambidae","Samea","castellalis","","","","Markham","June",2025,"Samea castellalis","Spermacoce verticillata","Spermacoce verticillata | Samea castellalis","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"70","MK-18","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Markham","June",2025,"Apis mellifera","Phyla nodiflora","Phyla nodiflora | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"71","MK-18","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Dainty Sulphur","Lepidoptera","Pieridae","Nathalis","iole","","","","Markham","June",2025,"Nathalis iole","Richardia grandiflora","Richardia grandiflora | Nathalis iole","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"72","MK-18","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Dainty Sulphur","Lepidoptera","Pieridae","Nathalis","iole","","","","Markham","June",2025,"Nathalis iole","Bidens alba","Bidens alba | Nathalis iole","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"73","MK-18","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Dainty Sulphur","Lepidoptera","Pieridae","Nathalis","iole","","","","Markham","June",2025,"Nathalis iole","Phyla nodiflora","Phyla nodiflora | Nathalis iole","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"74","MK-18","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Markham","June",2025,"Apis mellifera","Bidens alba","Bidens alba | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"75","MK-18","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Markham","June",2025,"Syngamia florella","Phyla nodiflora","Phyla nodiflora | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"76","MK-18","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Barred Yellow","Lepidoptera","Pieridae","Eurema","daira","","","","Markham","June",2025,"Eurema daira","Phyla nodiflora","Phyla nodiflora | Eurema daira","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"77","MK-20","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Barred Yellow","Lepidoptera","Pieridae","Eurema","daira","","","","Markham","June",2025,"Eurema daira","Spermacoce verticillata","Spermacoce verticillata | Eurema daira","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"78","MK-20","Sidebeak Pencilflower","Fabales","Fabaceae","Stylosanthes","biflora","Phaon Crescent ","Lepidoptera","Nymphalidae","Phyciodes","phaon","","","","Markham","June",2025,"Phyciodes phaon","Stylosanthes biflora","Stylosanthes biflora | Phyciodes phaon","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"79","MK-20","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Barred Yellow","Lepidoptera","Pieridae","Eurema","daira","","","","Markham","June",2025,"Eurema daira","Phyla nodiflora","Phyla nodiflora | Eurema daira","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"80","MK-20","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Markham","June",2025,"Apis mellifera","Phyla nodiflora","Phyla nodiflora | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"81","MK-20","Sidebeak Pencilflower","Fabales","Fabaceae","Stylosanthes","biflora","Barred Yellow","Lepidoptera","Pieridae","Eurema","daira","","","","Markham","June",2025,"Eurema daira","Stylosanthes biflora","Stylosanthes biflora | Eurema daira","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"82","MK-20","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Markham","June",2025,"Apis mellifera","Spermacoce verticillata","Spermacoce verticillata | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"83","MK-20","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Phaon Crescent ","Lepidoptera","Nymphalidae","Phyciodes","phaon","","","","Markham","June",2025,"Phyciodes phaon","Spermacoce verticillata","Spermacoce verticillata | Phyciodes phaon","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"84","MK-20","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","White Peacock","Lepidoptera","Nymphalidae","Anartia","jatrophae","","","","Markham","June",2025,"Anartia jatrophae","Spermacoce verticillata","Spermacoce verticillata | Anartia jatrophae","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"85","CB-10","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Poey's Furrow Bee ","Hymenoptera","Halictidae","Halictus","poeyi","","","","CB Smith","June",2025,"Halictus poeyi","Bidens alba","Bidens alba | Halictus poeyi","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
